z_Rp,density_g_cm3,pressure_dyn_cm2,temperature_K,tau,velocity_km_s
-36.18035190615836,3.613036560617469e-20,5.919967437726521e-07,256223.71020097457,5.572843334812757e-08,357.1713703528195
-36.10703812316716,3.613036560617469e-20,5.919967437726521e-07,256223.71020097457,5.572843334812757e-08,357.1713703528195
-36.03372434017595,3.613036560617469e-20,5.919967437726521e-07,256223.71020097457,5.572843334812757e-08,357.1713703528195
-35.96041055718475,3.613036560617469e-20,5.919967437726521e-07,256223.71020097457,5.572843334812757e-08,357.1713703528195
-35.88709677419355,3.613036560617469e-20,5.919967437726521e-07,256223.71020097457,5.572843334812757e-08,357.1713703528195
-35.813782991202345,3.613036560617469e-20,5.919967437726521e-07,256223.71020097457,5.572843334812757e-08,357.1713703528195
-35.740469208211145,3.613036560617469e-20,5.919967437726521e-07,256223.71020097457,5.572843334812757e-08,357.1713703528195
-35.66715542521994,3.613036560617469e-20,5.919967437726521e-07,256223.71020097457,5.572843334812757e-08,357.1713703528195
-35.59384164222874,3.608628355852097e-20,5.907870787082029e-07,256012.50832500157,8.306446689396938e-08,357.186469153548
-35.52052785923754,3.608628355852097e-20,5.907870787082029e-07,256012.50832500157,8.306446689396938e-08,357.186469153548
-35.44721407624633,3.608628355852097e-20,5.907870787082029e-07,256012.50832500157,8.306446689396938e-08,357.186469153548
-35.37390029325513,3.608628355852097e-20,5.907870787082029e-07,256012.50832500157,8.306446689396938e-08,357.186469153548
-35.300586510263926,3.608628355852097e-20,5.907870787082029e-07,256012.50832500157,8.306446689396938e-08,357.186469153548
